address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
2009 Preuss Rd,Los Angeles,CA,90034,3825000,NA,NA,NA,60,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2009-Preuss-Rd-Los-Angeles-CA-90034/2098989211_zpid/
3735 Veteran Ave,Los Angeles,CA,90034,1175000,NA,NA,NA,148,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3735-Veteran-Ave-Los-Angeles-CA-90034/20460399_zpid/
3714 Glendon Ave,Los Angeles,CA,90034,5400000,NA,NA,NA,120,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3714-Glendon-Ave-Los-Angeles-CA-90034/20460695_zpid/
5826 Ernest Ave,Los Angeles,CA,90034,500000,NA,NA,NA,397,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5826-Ernest-Ave-Los-Angeles-CA-90034/20598292_zpid/
8965 Cadillac Ave,Los Angeles,CA,90034,2499000,NA,NA,NA,98,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/8965-Cadillac-Ave-Los-Angeles-CA-90034/2100641760_zpid/
3672 Greenfield Ave,Los Angeles,CA,90034,1245000,NA,NA,NA,271,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3672-Greenfield-Ave-Los-Angeles-CA-90034/20460376_zpid/
Greenfield Ave,Los Angeles,CA,90034,NA,NA,NA,NA,184,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135405744_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Bedford St,Los Angeles,CA,90034,NA,NA,NA,NA,320,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/S-Bedford-St-Los-Angeles-CA-90034/135405754_zpid/
David Ave,Los Angeles,CA,90034,NA,NA,NA,NA,11,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/235993989_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Holt Ave,Los Angeles,CA,90034,NA,NA,NA,NA,39,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135405620_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Guthrie Ave,Los Angeles,CA,90034,NA,NA,NA,NA,705,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135405662_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1515 S Hayworth Ave,Los Angeles,CA,90035,2000000,NA,NA,NA,17,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1515-S-Hayworth-Ave-Los-Angeles-CA-90035/20599889_zpid/
Stearns Dr,Los Angeles,CA,90035,NA,NA,NA,NA,522,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116887485_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1481 S Wooster St,Los Angeles,CA,90035,1500000,NA,NA,NA,292,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1481-S-Wooster-St-Los-Angeles-CA-90035/20491530_zpid/
8759 Cashio St,Los Angeles,CA,90035,1385000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/8759-Cashio-St-Los-Angeles-CA-90035/20491531_zpid/
8828 Alcott St,Los Angeles,CA,90035,1699000,NA,NA,NA,39,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/8828-Alcott-St-Los-Angeles-CA-90035/20492642_zpid/
1064 S Hayworth Ave,Los Angeles,CA,90035,1729000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1064-S-Hayworth-Ave-Los-Angeles-CA-90035/20608638_zpid/
458 N Alta Vista Blvd,Los Angeles,CA,90036,1799000,NA,NA,NA,4,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/458-N-Alta-Vista-Blvd-Los-Angeles-CA-90036/20784711_zpid/
500 N Genesee Ave,Los Angeles,CA,90036,2995000,NA,NA,NA,4,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/500-N-Genesee-Ave-Los-Angeles-CA-90036/20786150_zpid/
923 S Sycamore Ave,Los Angeles,CA,90036,NA,NA,NA,NA,505,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/923-S-Sycamore-Ave-Los-Angeles-CA-90036/20607085_zpid/
606 N Sycamore Ave,Los Angeles,CA,90036,2345000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/606-N-Sycamore-Ave-Los-Angeles-CA-90036/2102823059_zpid/
306 N Mansfield Ave,Los Angeles,CA,90036,2059000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/306-N-Mansfield-Ave-Los-Angeles-CA-90036/20784129_zpid/
217 S Martel Ave,Los Angeles,CA,90036,1799000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/217-S-Martel-Ave-Los-Angeles-CA-90036/20777672_zpid/
815 S Orange Grove Ave,Los Angeles,CA,90036,1490000,NA,NA,NA,43,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/815-S-Orange-Grove-Ave-Los-Angeles-CA-90036/20608698_zpid/
325 N Genesee Ave,Los Angeles,CA,90036,2549000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/325-N-Genesee-Ave-Los-Angeles-CA-90036/20786367_zpid/
913 S Mansfield Ave,Los Angeles,CA,90036,3199000,NA,NA,NA,85,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/913-S-Mansfield-Ave-Los-Angeles-CA-90036/20607093_zpid/
N Genesee Ave,Los Angeles,CA,90036,NA,NA,NA,NA,337,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135725431_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Orange Dr,Los Angeles,CA,90036,NA,NA,NA,NA,103,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135725456_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
715 W 47th St,Los Angeles,CA,90037,559900,NA,NA,NA,4,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/715-W-47th-St-Los-Angeles-CA-90037/20571780_zpid/
1056 W 42nd Pl,Los Angeles,CA,90037,674900,NA,NA,NA,11,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1056-W-42nd-Pl-Los-Angeles-CA-90037/2093883065_zpid/
634 W 55th St,Los Angeles,CA,90037,655000,NA,NA,NA,7,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/634-W-55th-St-Los-Angeles-CA-90037/20560953_zpid/
855 W 43rd Pl,Los Angeles,CA,90037,699999,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/855-W-43rd-Pl-Los-Angeles-CA-90037/20572094_zpid/
833 W 41st Dr,Los Angeles,CA,90037,585000,NA,NA,NA,29,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/833-W-41st-Dr-Los-Angeles-CA-90037/20572027_zpid/
617 W 55th St,Los Angeles,CA,90037,609900,NA,NA,NA,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/617-W-55th-St-Los-Angeles-CA-90037/20561012_zpid/
139 W 48th St,Los Angeles,CA,90037,485000,NA,NA,NA,17,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/139-W-48th-St-Los-Angeles-CA-90037/20617446_zpid/
4342 Kenwood Ave,Los Angeles,CA,90037,574900,NA,NA,NA,13,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4342-Kenwood-Ave-Los-Angeles-CA-90037/20572685_zpid/
4267 S Kansas Ave,Los Angeles,CA,90037,550000,NA,NA,NA,29,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4267-S-Kansas-Ave-Los-Angeles-CA-90037/20572943_zpid/
268 W 41st St,Los Angeles,CA,90037,NA,NA,NA,NA,1227,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/268-W-41st-St-Los-Angeles-CA-90037/20618138_zpid/
5710 S Figueroa St,Los Angeles,CA,90037,NA,NA,NA,NA,37,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/5710-S-Figueroa-St-Los-Angeles-CA-90037/20561298_zpid/
W 56th St,Los Angeles,CA,90037,NA,NA,NA,NA,484,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/121823673_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1121 W 51st St,Los Angeles,CA,90037,NA,NA,NA,NA,1339,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1121-W-51st-St-Los-Angeles-CA-90037/20571050_zpid/
825 W 48th St,Los Angeles,CA,90037,NA,NA,NA,NA,3035,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/825-W-48th-St-Los-Angeles-CA-90037/20571375_zpid/
1015 W 57th St,Los Angeles,CA,90037,NA,NA,NA,NA,1801,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1015-W-57th-St-Los-Angeles-CA-90037/20561780_zpid/
964 W 49th St,Los Angeles,CA,90037,390000,NA,NA,NA,53,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/964-W-49th-St-Los-Angeles-CA-90037/2094416994_zpid/
1341 W 47th St,Los Angeles,CA,90037,NA,NA,NA,NA,278,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1341-W-47th-St-Los-Angeles-CA-90037/20570592_zpid/
1024 W 49th St,Los Angeles,CA,90037,NA,NA,NA,NA,2882,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1024-W-49th-St-Los-Angeles-CA-90037/20571136_zpid/
166 W 41st St,Los Angeles,CA,90037,NA,NA,NA,NA,6205,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/166-W-41st-St-Los-Angeles-CA-90037/20618123_zpid/
W 43rd St,Los Angeles,CA,90037,NA,NA,NA,NA,590,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/118008612_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
550 W 41st St,Los Angeles,CA,90037,729998,NA,NA,NA,63,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/550-W-41st-St-Los-Angeles-CA-90037/20572440_zpid/
541 W 46th St,Los Angeles,CA,90037,975000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/541-W-46th-St-Los-Angeles-CA-90037/2094448284_zpid/
124 W 47th St,Los Angeles,CA,90037,NA,NA,NA,NA,171,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/124-W-47th-St-Los-Angeles-CA-90037/20617421_zpid/
146 W Vernon Ave # 3,Los Angeles,CA,90037,740000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/146-W-Vernon-Ave-3-Los-Angeles-CA-90037/2094959776_zpid/
146 W Vernon Ave,Los Angeles,CA,90037,740000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/146-W-Vernon-Ave-Los-Angeles-CA-90037/20617232_zpid/
146 W Vernon Ave # 1,Los Angeles,CA,90037,740000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/146-W-Vernon-Ave-1-Los-Angeles-CA-90037/2094959775_zpid/
146 W Vernon Ave # 4,Los Angeles,CA,90037,740000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/146-W-Vernon-Ave-4-Los-Angeles-CA-90037/2094959788_zpid/
146 W Vernon Ave # 2,Los Angeles,CA,90037,740000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/146-W-Vernon-Ave-2-Los-Angeles-CA-90037/2094959787_zpid/
132-134 W 50th St,Los Angeles,CA,90037,390000,NA,NA,NA,177,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/132-134-W-50th-St-Los-Angeles-CA-90037/2095883463_zpid/
210 W 43rd St,Los Angeles,CA,90037,525000,NA,NA,NA,35,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/210-W-43rd-St-Los-Angeles-CA-90037/20617987_zpid/
5700 S Budlong Ave,Los Angeles,CA,90037,450000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5700-S-Budlong-Ave-Los-Angeles-CA-90037/20561726_zpid/
4815 S Normandie Ave,Los Angeles,CA,90037,499000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4815-S-Normandie-Ave-Los-Angeles-CA-90037/2108124677_zpid/
1156 W 38th St,Los Angeles,CA,90037,660000,NA,NA,NA,86,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1156-W-38th-St-Los-Angeles-CA-90037/20582131_zpid/
846 W 40th Pl,Los Angeles,CA,90037,550000,NA,NA,NA,101,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/846-W-40th-Pl-Los-Angeles-CA-90037/20572013_zpid/
4615 Orchard Ave,Los Angeles,CA,90037,525000,NA,NA,NA,57,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4615-Orchard-Ave-Los-Angeles-CA-90037/20571302_zpid/
201 W 45th St,Los Angeles,CA,90037,450000,NA,NA,NA,116,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/201-W-45th-St-Los-Angeles-CA-90037/20617214_zpid/
156 W 49th St,Los Angeles,CA,90037,559000,NA,NA,NA,45,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/156-W-49th-St-Los-Angeles-CA-90037/20617574_zpid/
W 51st St,Los Angeles,CA,90037,NA,NA,NA,NA,116,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127250568_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3927 Wisconsin St,Los Angeles,CA,90037,1599000,NA,NA,NA,52,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3927-Wisconsin-St-Los-Angeles-CA-90037/20582279_zpid/
706 W 48th St,Los Angeles,CA,90037,720000,NA,NA,NA,59,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/706-W-48th-St-Los-Angeles-CA-90037/20571707_zpid/
142 W 43rd Pl,Los Angeles,CA,90037,440000,NA,NA,NA,189,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/142-W-43rd-Pl-Los-Angeles-CA-90037/20617940_zpid/
5400 S Figueroa St,Los Angeles,CA,90037,429000,NA,NA,NA,93,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5400-S-Figueroa-St-Los-Angeles-CA-90037/2097136694_zpid/
1150 W 38TH St,LOS ANGELES,CA,90037,740000,NA,NA,NA,86,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1150-W-38TH-St-Los-Angeles-CA-90037/20582130_zpid/
711 W Vernon Ave,Los Angeles,CA,90037,579000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/711-W-Vernon-Ave-Los-Angeles-CA-90037/2124586602_zpid/
1349 W 53rd St,Los Angeles,CA,90037,525000,NA,NA,NA,70,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1349-W-53rd-St-Los-Angeles-CA-90037/2112807485_zpid/
4340 S Normandie Ave,Los Angeles,CA,90037,709900,NA,NA,NA,81,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4340-S-Normandie-Ave-Los-Angeles-CA-90037/20572646_zpid/
5305 S Hoover St,Los Angeles,CA,90037,728000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5305-S-Hoover-St-Los-Angeles-CA-90037/2103111524_zpid/
4012 S Normandie Ave,Los Angeles,CA,90037,710000,NA,NA,NA,78,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4012-S-Normandie-Ave-Los-Angeles-CA-90037/20572533_zpid/
239 W 43rd St,Los Angeles,CA,90037,719900,NA,NA,NA,298,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/239-W-43rd-St-Los-Angeles-CA-90037/2134279390_zpid/
S Budlong Ave,Los Angeles,CA,90037,NA,NA,NA,NA,87,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135506338_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 43rd Pl,Los Angeles,CA,90037,NA,NA,NA,NA,100,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135506356_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 42nd St,Los Angeles,CA,90037,NA,NA,NA,NA,61,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135506362_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W Vernon Ave,Los Angeles,CA,90037,NA,NA,NA,NA,47,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135555140_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 47th St,Los Angeles,CA,90037,NA,NA,NA,NA,130,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135555174_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 56th St,Los Angeles,CA,90037,NA,NA,NA,NA,446,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135555175_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 54TH St,LOS ANGELES,CA,90037,NA,NA,NA,NA,148,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135555190_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 56th St,Los Angeles,CA,90037,NA,NA,NA,NA,32,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/191088046_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 53rd St.,Los Angeles,CA,90037,NA,NA,NA,NA,15,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135555115_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 41st St,Los Angeles,CA,90037,NA,NA,NA,NA,30,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135555159_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 54th St,Los Angeles,CA,90037,NA,NA,NA,NA,242,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135481524_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 58th St,Los Angeles,CA,90037,NA,NA,NA,NA,703,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135481526_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 58th St,Los Angeles,CA,90037,NA,NA,NA,NA,313,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135481533_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 54th St,Los Angeles,CA,90037,NA,NA,NA,NA,255,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135481539_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 53rd St,Los Angeles,CA,90037,NA,NA,NA,NA,264,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135481574_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Normandie Ave,Los Angeles,CA,90037,NA,NA,NA,NA,297,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135481575_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 56th St,Los Angeles,CA,90037,NA,NA,NA,NA,271,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135481594_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 45th St,Los Angeles,CA,90037,NA,NA,NA,NA,80,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135506223_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 41st St,Los Angeles,CA,90037,NA,NA,NA,NA,145,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135506271_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Walton Ave,Los Angeles,CA,90037,NA,NA,NA,NA,228,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135506288_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 41st Dr,Los Angeles,CA,90037,NA,NA,NA,NA,88,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135506294_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 43rd St,Los Angeles,CA,90037,NA,NA,NA,NA,285,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135506305_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 40th Pl,Los Angeles,CA,90037,NA,NA,NA,NA,389,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135506306_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 50th St,Los Angeles,CA,90037,NA,NA,NA,NA,436,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135506334_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
816 N Mansfield Ave,Los Angeles,CA,90038,1699000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/816-N-Mansfield-Ave-Los-Angeles-CA-90038/20783432_zpid/
5343 Monroe St,Los Angeles,CA,90038,649000,NA,NA,NA,1,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5343-Monroe-St-Los-Angeles-CA-90038/20789742_zpid/
6226 Lexington Ave,Los Angeles,CA,90038,1295000,NA,NA,NA,11,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/6226-Lexington-Ave-Los-Angeles-CA-90038/20789400_zpid/
5332 Lemon Grove Ave,Los Angeles,CA,90038,1180000,NA,NA,NA,22,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5332-Lemon-Grove-Ave-Los-Angeles-CA-90038/20789749_zpid/
Tamarind Ave,Los Angeles,CA,90038,NA,NA,NA,NA,102,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128469640_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
714 N St Andrews Pl,Los Angeles,CA,90038,1925000,NA,NA,NA,113,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/714-N-St-Andrews-Pl-Los-Angeles-CA-90038/2095088217_zpid/
1032 N Ridgewood Pl,Los Angeles,CA,90038,875000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1032-N-Ridgewood-Pl-Los-Angeles-CA-90038/20790162_zpid/
823 N June St,Los Angeles,CA,90038,1999000,NA,NA,NA,781,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/823-N-June-St-Los-Angeles-CA-90038/20783499_zpid/
N 1130 1132 Beachwood Dr,Hollywood,CA,90038,990000,NA,NA,NA,38,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/N-1130-1132-Beachwood-Dr-Hollywood-CA-90038/2094220235_zpid/
833 N Mansfield Ave,Los Angeles,CA,90038,1525000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/833-N-Mansfield-Ave-Los-Angeles-CA-90038/20783410_zpid/
746 N Ridgewood Pl,Los Angeles,CA,90038,989900,NA,NA,NA,87,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/746-N-Ridgewood-Pl-Los-Angeles-CA-90038/20789633_zpid/
837 N Ridgewood Pl,Los Angeles,CA,90038,1075000,NA,NA,NA,133,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/837-N-Ridgewood-Pl-Los-Angeles-CA-90038/20789597_zpid/
5806 Camerford Ave,Los Angeles,CA,90038,2500000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5806-Camerford-Ave-Los-Angeles-CA-90038/2096925122_zpid/
Virginia Ave,Los Angeles,CA,90038,NA,NA,NA,NA,481,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135748965_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3962 Boyce Ave,Los Angeles,CA,90039,950000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3962-Boyce-Ave-Los-Angeles-CA-90039/20749819_zpid/
N 2914 2916 1/2 Gleneden St,Los Angeles (City),CA,90039,755000,NA,NA,NA,4,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/N-2914-2916-1-2-Gleneden-St-Los-Angeles-%28City%29-CA-90039/2093799142_zpid/
2914 Gleneden St,Los Angeles,CA,90039,755000,NA,NA,NA,4,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2914-Gleneden-St-Los-Angeles-CA-90039/20753688_zpid/
